DATE;INDPRO_PCH;WILL5000PR_PCH;HSN1F_PCH;DCOILBRENTEU_PCH;CORESTICKM159SFRBATL_PCH;TOTALSA_PCH;CPIUFDSL_PCH;DEXJPUS_PCH;MICH_PCH;VIXCLS_PCH;PAYEMS_PCH;PPIACO_PCH
2021-04-01;0.15642;5.46662;-4.70588;-0.92264;38.74907;1.17570;0.30307;0.31777;9.67742;-20.26665;0.22111;1.34884
2021-05-01;0.87721;0.29719;-11.72840;5.75206;15.99679;-5.05351;0.42023;0.06186;35.29412;13.46052;0.31191;3.21248
2021-06-01;0.36187;2.05859;0.13986;6.75558;-0.18261;-8.94290;0.78508;0.91216;-8.69565;-14.18831;0.53639;1.77857
2021-07-01;0.61652;2.44258;6.14525;2.73607;-9.16867;-4.31358;0.62752;0.09719;11.90476;3.81272;0.64394;1.28877
2021-08-01;0.00240;1.78965;-9.21053;-5.87868;0.37967;-10.17248;0.42774;-0.32805;-2.12766;-0.74194;0.31684;0.67501
2021-09-01;-1.06277;-0.04823;7.53623;5.28854;11.92937;-7.28780;0.85363;0.28058;0.00000;13.46118;0.32603;0.96952
2021-10-01;1.25488;0.45333;-8.35580;12.14878;15.20465;3.94603;0.92745;2.68747;4.34783;-9.85300;0.58224;2.03116
2021-11-01;0.88989;4.43648;13.52941;-2.97840;5.87777;2.28679;0.76783;0.74566;2.08333;3.51985;0.42473;1.17356
2021-12-01;-0.30742;-0.82256;7.51295;-8.48800;8.54401;-2.27994;0.59945;-0.11595;-2.04082;15.42700;0.37936;-0.80111
2022-01-01;0.13550;-2.61176;-2.40964;16.63029;14.72721;11.73362;0.83561;0.87202;2.08333;8.55300;0.16760;2.11943
2022-02-01;0.64728;-2.96321;-4.56790;12.28106;7.93862;-4.65603;0.95274;0.39261;0.00000;11.07554;0.57461;2.51853
2022-03-01;0.78819;-0.97637;-8.53816;20.71083;5.93509;-0.42526;0.99324;2.86362;10.20408;4.73922;0.32742;2.91063
2022-04-01;0.30963;-0.27296;-13.57850;-10.80637;3.74014;3.11054;0.81009;6.57536;0.00000;-9.62299;0.17969;2.03681
2022-05-01;-0.01790;-8.43709;4.09165;8.37899;5.25175;-7.49689;1.11201;1.95790;-1.85185;20.26847;0.18860;2.99310
2022-06-01;-0.08815;-3.46734;-11.47799;8.27028;8.99532;2.59701;1.06397;3.96848;0.00000;-3.68584;0.27645;2.56175
2022-07-01;0.43482;0.42044;-3.55240;-8.78914;3.60245;1.57841;1.05146;2.05065;-1.88679;-11.46858;0.45291;-2.84638
2022-08-01;0.09851;6.64792;17.49540;-10.25622;6.44964;0.32223;0.83598;-1.04274;-7.69231;-11.30484;0.15878;-1.00193
2022-09-01;0.28469;-7.49208;-11.12853;-10.63413;6.66584;1.29193;0.72764;5.91411;-2.08333;23.33042;0.16636;-0.61140
2022-10-01;-0.11292;-3.19724;1.76367;3.97388;-0.55247;6.80713;0.67028;2.62919;6.38298;9.74294;0.23512;-1.05899
2022-11-01;-0.32946;4.93761;0.86655;-2.05337;1.73607;-2.45431;0.50770;-3.13258;0.00000;-22.35115;0.16764;-0.71833
2022-12-01;-1.53865;-0.44533;9.27835;-11.47667;1.80028;-4.98478;0.41541;-5.28642;-14.00000;-6.50156;0.08822;-1.99881
2023-01-01;1.04745;1.55687;2.04403;1.94927;-0.77412;11.09055;0.55275;-3.31117;-9.30233;-7.41469;0.31240;0.90346
2023-02-01;0.01882;3.35279;-3.69800;0.10130;0.57720;-1.44816;0.33602;1.99223;7.69231;-0.24070;0.18543;-0.59871
2023-03-01;0.08979;-3.27767;2.40000;-5.02592;-2.05447;0.38362;0.10321;0.46452;-14.28571;7.57361;0.09416;-0.62126
2023-04-01;0.47926;3.29273;6.09375;7.90978;-1.98284;4.98737;0.02741;-0.14203;30.55556;-17.67876;0.17912;-0.05991
2023-05-01;-0.22026;0.42071;4.56554;-10.83709;-4.61301;-0.77735;0.22048;2.68117;-10.63830;-1.02037;0.19488;-1.26037
2023-06-01;-0.60608;5.02257;-3.80282;-0.83072;-6.50300;3.25810;0.16251;3.14105;-21.42857;-20.59927;0.15406;0.07490
2023-07-01;0.86979;3.94190;6.58858;7.04044;-3.23865;-0.98754;0.19296;-0.29860;3.03030;-0.50561;0.11793;-0.00985
2023-08-01;-0.07355;-1.25556;-10.16484;7.53935;-4.31995;-3.66721;0.24306;2.72779;2.94118;13.79184;0.13443;1.51476
2023-09-01;0.17776;-1.23043;6.72783;8.79263;-4.10761;2.71465;0.18594;2.11670;-8.57143;-4.29282;0.15727;0.48665
2023-10-01;-0.70583;-3.47586;-4.01146;-3.33589;-1.54931;-2.15734;0.29474;1.18254;31.25000;24.47975;0.10532;-1.44516
2023-11-01;0.36064;4.32135;-9.10448;-8.45061;-3.98603;0.60933;0.17153;0.05727;7.14286;-25.77672;0.11605;-0.91539
2023-12-01;-0.31407;5.83147;7.38916;-6.40095;-2.85599;3.48402;0.20714;-3.80648;-31.11111;-9.27728;0.18470;-1.18249
2024-01-01;-0.78341;2.30555;2.59939;3.21139;1.08744;-7.10752;0.38831;1.60631;-6.45161;5.26899;0.16274;0.55190
2024-02-01;0.44092;4.09672;-5.06706;4.18601;-4.36193;5.27410;0.02044;2.26989;3.44828;4.42046;0.14978;1.43087
2024-03-01;0.38901;3.15732;8.79121;2.31247;2.40989;-1.20928;0.10126;0.13606;-3.33333;-1.38033;0.19962;0.06082
